,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,Indicadora
47,Denmark,7,7,0.2,6,13645323662,84.4,3,18,99.6,99.6,99.6,100,100,100,2367048074,382061313,3,0.010535361,9500,2,6,56.89806865,2.9,2.6,3.2,2.5,3.5,3.2,3.9,150,4,129,187,2.8,66.21412289,78.47684491,4,1412538212,1977659120,256485635.2,1738664237,1257711417,1147814478,8754351018,199219621.1,1111206178,2080436850,238599682.4,2523744352,4058094841,495085279.4,162726472.1,192748007.6,32970375.36,3049205263,9021472499,1489901451,6235978720,663030946.6,7.7,7,3,18.7,37.98882682,0,63.26745511,4,8,10,64,410,38,4,3,130,1,24.5,Bien
48,Djibouti,11,4,168.1,0,229061000,44.25,171,18,47.4,5.1,59.8,90,64.7,97.4,15392000,0,17.7,0.6980125,140,6,229,40,54.2,49.1,59.2,33.4,65.3,59.3,71.1,1190,50,737,1429,2.2,46.66666667,80,3,12506000,178543000,10852000,0,0,126000,0,16000,18251000,50518000,4413000,30757000,229061000,15265000,932000,0,111000,1058000,0,127000,31815000,0,0,17,6,17.7,12.72727273,0.4,20,7,1,36,111,1225,125,39,14,82,2.3,37.6,Mal
49,Dominica,4,4,15,0,19757000,61.44,91,29,72.29814518,65.98358183,78.69736462,88.766717,83.81799192,95.7,5684000,0,7.9,0.758700851,2851.535211,3,171.0704225,60,19.6,18.1,21,15.6,21.2,19.6,22.8,21,10793.52113,17,23,3,52.22223333,56.6667,11,5517000,6319000,2026000,0,200000,975000,0,439000,8741000,13438000,2793000,14258000,19757000,4819000,580000,0,226000,1555000,0,865000,15813000,0,0,10,5,26.1,21.875,0,40,5,6,37,175,681,61,42,12,117,4,37,Bien
50,Dominican Republic,14,5,16.4,8,1332608000,61.16,93,29,84,75.7,86.2,84.7,81.9,85.4,431371000,41689000,18.6,0.2478182,400,6,92,60,25.7,23.1,28.1,21.7,30.9,27.7,33.8,5572,200,4706,6710,1.2,78.8889,96.6667,42,522211000,594204000,65578000,0,231628000,545176000,378042000,53828000,216697000,212646000,37641000,738908000,806850000,103219000,42003000,41049000,1007000,587179000,419091000,286463000,1354976000,28889000,74.6,13,6,22.6,20.76502732,23.2,80,7,1,7,184,460,82,45,14.5,316,3.5,42.4,Bien
53,Ecuador,98,2,22,8,2047338000,57.47,117,53,84.7,80.7,87,86.9,75.5,93.4,613570000,0,13.7,0.171974068,580,46,64,80,18.4,16,20.7,10.8,21.6,19,24,6027,210,3530,7079,3.2,72.22226667,86.6668,1848,593497000,987005000,360321000,650000000,71410000,24114000,499337000,21382000,420235000,545035000,94868000,1013732000,1532040000,455189000,21824000,15961000,65589000,695938000,515298000,158381000,1709670000,0,52.9,15,7,16.1,41.60583942,0,50,12,1,8,114,588,74,38,50.5,654,5.3,33,Bien
54,"Egypt, Arab Rep.",14,8,8.4,8,3005382000,54.43,131,47,94.7,93.1,96.8,99.4,99,100,664237000,0,24.1,0.122989369,810,17,33,80,20.3,18.9,21.7,12.8,24,22.5,25.4,56914,820,35818,65775,4.6,91.11113333,93.3334,3,2676218000,1436103000,349105000,1250000000,175998000,50787000,62033000,5193000,1127329000,1502514000,132989000,3803546000,2938617000,482094000,6093000,4732000,953000,1306880000,66765000,182143000,5110427000,0,20.9,20,8,16.3,20.54715995,6.6,100,7,2,29,179,1010,64,63,8,392,2.5,45,Mal
55,El Salvador,6,3,42.7,7,281196000,62.76,86,15,75,60,82.4,93.8,86.5,97.5,369011000,0,17.2,0.11175312,890,7,54,80,14.4,12.8,16,8.3,16.8,14.9,18.6,1509,57,868,1763,1.4,91.11113333,93.3334,29,31786000,18114000,10402000,190000,255815000,12000,99200000,41173000,201082000,162840000,60439000,232868000,180954000,70841000,798000,1042000,1182000,1000000,100242000,298170000,233868000,0,34.4,25,5,20.1,32.14285714,27.6,100,8,9,53,108,786,61,31,16.5,312,3.5,38.7,Mal
56,Equatorial Guinea,7,7,99.4,2,13645323662,40.03,180,42,74.5,71,79.9,47.9,31.5,72.5,2367048074,382061313,25.4,1.642336111,61,23,342,40,68.2,61.9,74.2,33.1,94.1,87.6,100.5,1940,100,944,2655,1,42.22223333,66.6667,84,1412538212,1977659120,256485635.2,1738664237,1257711417,1147814478,8754351018,199219621.1,1111206178,2080436850,238599682.4,2523744352,4058094841,495085279.4,162726472.1,192748007.6,32970375.36,3049205263,9021472499,1489901451,6235978720,663030946.6,0,13,6,20.7,24,7.5,20,18,6,46,144,475,106,23,135,492,2.591785792,47.1,Mal
57,Eritrea,18,4,38.1,0,13059000,27.61,189,21,15.7,7.3,44.5,57.8,53.3,73.2,4054000,0,0,2.329596352,43,10,501,20,34.1,29.8,38.1,18.4,46.5,41.4,51.3,5652,880,3056,7764,74.5,27.7778,63.3334,4,26247000,11262000,2675000,0,0,0,0,0,5712000,1797000,1207000,31959000,13059000,3882000,0,0,172000,0,0,172000,31959000,0,0,14.27837299,11,9.2,22,0,0,13,0,30,160.9831932,490,59,78,84,216,2.591785792,83.7,Mal
58,Estonia,8,8,1.3,7,13645323662,79.49,16,5,97.2,96.6,97.5,99.6,99,100,2367048074,382061313,39,0.015801274,6300,1,9,56.89806865,2.3,2.1,2.6,1.5,2.9,2.6,3.2,28,1,18,37,2,66.21412289,78.47684491,2,1412538212,1977659120,256485635.2,1738664237,1257711417,1147814478,8754351018,199219621.1,1111206178,2080436850,238599682.4,2523744352,4058094841,495085279.4,162726472.1,192748007.6,32970375.36,3049205263,9021472499,1489901451,6235978720,663030946.6,34.7,10,3,8.4,23.76237624,0,63.26745511,3,7,8,102,425,91,17.5,3.5,81,3,49.4,Bien
59,Ethiopia,32,3,76.1,0,3887370000,49.73,146,14,28,28.2,27.2,57.3,48.6,93.1,298063000,0,5.6,1.55595121,64,33,353,50,41.4,36.3,46.3,27.7,59.2,53.6,64.5,129947,11000,87414,184186,0.8,68.8889,76.6667,41,235340000,1195663000,122935000,0,65998000,124392000,386648000,41087000,55111000,1019474000,46866000,290451000,2215137000,169801000,203112000,1285585000,21177000,327504000,1672233000,128262000,617955000,0,0,10,7,25.7,20.54715995,0.2,80,11,3,30,129,530,95,52,19,306,3,32.1,Mal
64,Fiji,12,2,21.3,5,40020000,62.58,88,14,91.1,88.4,93.4,95.7,91.2,99.5,29536000,0,10.4,0.08127838,1200,6,30,30,19.1,17.3,20.7,9.6,22.4,20.3,24.3,328,5,164,388,0.1,61.11113333,83.3334,65,7002000,36883000,4747000,0,22500000,0,0,0,5820000,3137000,2289000,12822000,40020000,7036000,0,0,0,0,0,22500000,12822000,0,82.4,15,4,20.6,14,0,70,11,5,39,141,397,81,69,58,195,1.8,31.1,Bien
65,Finland,9,6,1,6,13645323662,81.05,10,6,97.6,88,99.4,100,100,100,2367048074,382061313,24.8,0.004608347,21700,1,3,56.89806865,1.9,1.7,2.1,1.3,2.3,2.1,2.6,110,2,75,134,1.3,66.21412289,78.47684491,8,1412538212,1977659120,256485635.2,1738664237,1257711417,1147814478,8754351018,199219621.1,1111206178,2080436850,238599682.4,2523744352,4058094841,495085279.4,162726472.1,192748007.6,32970375.36,3049205263,9021472499,1489901451,6235978720,663030946.6,20.5,15,3,11.8,41.5,0,63.26745511,3,7,8,64,375,42,32,14,93,0.9,37.9,Bien
67,France,13,9,0.8,6,13645323662,75.96,27,52,98.7,98.9,98.6,100,100,100,2367048074,382061313,53.5,0.016504224,6100,8,8,56.89806865,3.5,3.2,3.9,2.2,4.3,3.9,4.8,2747,66,1726,3378,8.7,66.21412289,78.47684491,41,1412538212,1977659120,256485635.2,1738664237,1257711417,1147814478,8754351018,199219621.1,1111206178,2080436850,238599682.4,2523744352,4058094841,495085279.4,162726472.1,192748007.6,32970375.36,3049205263,9021472499,1489901451,6235978720,663030946.6,0,9,8,0.5,26.16984402,45.1,63.26745511,5,4,8,183,395,71,49,4,137,1.9,62.7,Bien
68,Gabon,6,7,15.1,2,364468000,45.99,162,71,41.9,31.5,43.4,93.2,66.7,97.2,161804000,0,22.7,1.173956687,85,19,291,30,36.1,31.6,40.2,23.2,50.8,45.8,55.3,1852,150,1195,2579,2.1,39.99996667,59.9999,154,49965000,171375000,23080000,0,113510000,181138000,155194000,22003000,54149000,37899000,2670000,104114000,209274000,25750000,1620000,0,541000,182758000,155194000,136054000,286872000,0,0,12,6,20.9,14.16666667,52,30,7,6,26,329,1070,148,103,50,488,5,45.7,Bien
69,"Gambia, The",12,2,141.6,0,57746000,48.99,151,34,58.9,55,61.5,90.2,84.4,94.2,4740000,0,12.7,4.110835623,24,9,706,60,47.9,43.3,52.7,29.9,68.9,64.1,74.1,3938,590,2471,5540,44.5,65.55556667,76.6667,5,9974000,12229000,2006000,0,0,1972000,0,75000,21641000,45517000,2659000,31615000,57746000,4665000,0,0,0,1972000,0,75000,33587000,0,0,12,5,6.1,9.433962264,0,60,7,4,50,144,407,78,66,25,326,2,63.3,Mal
70,Georgia,15,9,3.1,8,289300000,77.45,24,11,86.3,75.9,95.2,100,100,100,117415000,0,0,0.067702377,1500,8,36,90,10.6,9.3,11.9,7.2,11.9,10.5,13.3,601,19,408,673,2.1,88.8889,86.6667,61,30068000,42848000,12049000,250000000,76372000,198154000,0,9088000,36326000,246452000,19906000,66394000,289300000,31955000,0,0,0,448154000,0,85460000,514548000,0,74.5,7,1,14.3,11.33333333,0,90,2,9,5,48,285,71,1,2,362,2,16.4,Bien
71,Germany,11,5,1.8,8,13645323662,79.87,15,24,99.2,99,99.3,100,100,100,2367048074,382061313,21.2,0.00852046,11700,4,6,56.89806865,3.1,2.8,3.4,2.1,3.7,3.4,4.1,2140,42,1449,2545,4.4,66.21412289,78.47684491,24,1412538212,1977659120,256485635.2,1738664237,1257711417,1147814478,8754351018,199219621.1,1111206178,2080436850,238599682.4,2523744352,4058094841,495085279.4,162726472.1,192748007.6,32970375.36,3049205263,9021472499,1489901451,6235978720,663030946.6,100,8,5,23.2,36.45007924,1.6,63.26745511,9,6,9,96,429,28,39,10.5,218,1.2,48.8,Bien
72,Ghana,20,7,19.4,6,2655578000,57.69,114,56,14.9,8.6,20.2,88.7,84,92.6,376699000,6328000,14.7,1.344879206,74,20,319,60,42.8,38.2,47.1,28.3,61.6,56.2,66.7,38211,2800,25402,54061,0,65.55556667,86.6667,119,361948000,701973000,74703000,0,205092000,348860000,959927000,39685000,71651000,455991000,34560000,433599000,1157964000,109263000,9534000,537687000,16331000,358394000,1497614000,261108000,791993000,0,16.3,15,5,18,10.90909091,0,50,8,7,33,216,710,79,46,14,224,1.9,32.7,Mal
73,Greece,16,7,2.2,7,13645323662,68.38,60,80,99,98.1,99.2,100,100,100,2367048074,382061313,29.3,0.004222041,23700,10,3,56.89806865,3.6,3.3,3.9,2.9,4.6,4.3,4.9,382,3,307,489,0.6,66.21412289,78.47684491,59,1412538212,1977659120,256485635.2,1738664237,1257711417,1147814478,8754351018,199219621.1,1111206178,2080436850,238599682.4,2523744352,4058094841,495085279.4,162726472.1,192748007.6,32970375.36,3049205263,9021472499,1489901451,6235978720,663030946.6,81.2,18,10,19.7,23,0,63.26745511,5,3,8,124,1580,51,20,13,193,3.5,49.6,Bien
74,Grenada,1,4,17.3,0,18568000,53.46,135,28,98,98.3,97.5,96.6,95.3,99,5313000,0,5.6,0.066467418,1500,3,27,30,10.8,10,11.5,6,11.8,10.9,12.7,21,1,12,24,12.1,51.11113333,63.3334,3,4104000,2802000,1198000,0,0,0,0,0,11873000,15766000,4115000,15977000,18568000,5313000,0,0,0,0,0,0,15977000,0,0,13,8,27.6,33.33333333,0,60,6,6,42,128,688,38,32,15,140,2.591785792,45.3,Bien
75,Guatemala,14,3,25,7,233694000,63.49,81,34,63.9,49.3,77.5,92.8,86.8,98.4,189019000,73984000,14.3,0.306323594,330,17,88,40,24.3,21.5,27,13.4,29.1,26,32.1,10818,380,5946,12858,0.7,72.22223333,96.6667,98,13040000,80415000,5775000,0,27568000,0,12402000,138000,245311000,140877000,81554000,258351000,221292000,87329000,0,0,0,0,12402000,27706000,258351000,0,8.8,11,6,22.5,13.29113924,19,80,6,9,8,158,1402,39,24,18.5,256,3,37.5,Mal
76,Guinea,19,7,79,0,35467000,45.54,165,75,20.1,11.8,34.1,76.8,67.4,92.7,11137000,0,26.4,3.462112658,29,25,679,20,61,55.3,66.3,31.3,93.7,88.2,99,27757,3100,14288,42073,41.9,53.33333333,90,35,12371000,49000,3811000,0,1154000,0,0,0,36212000,35418000,6172000,48583000,35467000,9983000,0,0,0,0,0,1154000,48583000,0,0,27,6,0,21.92982456,0,50,6,6,57,173,311,69,44,8,440,3.8,68.3,Mal
77,Guinea-Bissau,10,7,43.2,0,9550000,40.56,178,39,20.8,8.5,33.5,79.3,60.3,98.8,419000,0,24.8,2.622019451,38,14,549,30,60.3,53.7,66.3,39.7,92.5,84.6,99.9,3898,370,2586,5883,5.6,44.44443333,73.3333,5,74000,0,32000,0,0,0,0,0,2105000,9550000,387000,2179000,9550000,419000,0,0,0,0,0,0,2179000,0,0,11,8,15.1,13.7254902,0.1,30,9,6,46,116,1715,455,51,9,208,2.591785792,45.5,Mal
78,Guyana,14,5,10.9,0,89953000,51.83,137,31,83.7,82,87.9,98.3,98.3,98.2,19684000,5062000,9.2,0.586945693,170,11,229,60,32,27.8,36,22.8,39.4,34.4,44.2,545,34,391,642,1.8,56.6667,80.0001,23,12605000,37509000,4571000,0,0,0,0,0,20012000,52444000,10051000,32617000,89953000,14622000,0,0,0,0,0,0,32617000,0,2.4,7,6,21.3,35.13513514,0,30,7,3,35,195,581,109,75,18,256,3,32.3,Mal
79,Haiti,14,2,235.3,0,70513000,39.56,182,30,27.6,19.2,33.6,57.7,47.6,64.9,13390000,60000,12.4,1.106194632,90,5,359,30,52.2,47,57.3,25.4,69,63.1,74.6,13407,950,6537,17841,4.1,47.7778,63.3334,42,37040000,3144000,11621000,0,0,0,0,0,5910000,67370000,1709000,42950000,70513000,13330000,0,0,0,0,0,0,42950000,0,0,12,5,23.8,4.210526316,1.6,50,12,2,47,80,530,60,312,97,184,2.591785792,40.3,Mal
84,Honduras,11,3,38.7,8,382598000,58.06,110,42,82.6,77.7,86.7,91.2,83.8,97.4,173974000,0,3.2,0.3369169,300,8,129,60,17.4,15.4,19.3,11,20.4,18.1,22.6,2832,220,1787,3333,10,76.6667,90.0001,121,43397000,96688000,15231000,0,81930000,434000,10000,2106000,102683000,235095000,74524000,146080000,331783000,89755000,532000,4000,183000,966000,50815000,84219000,147046000,0,36.2,15,6,31.1,25.78125,22.2,80,12,9,48,82,920,39,22,14,224,3.8,44.3,Mal
85,Hungary,13,2,7.3,5,13645323662,72.57,42,9,98,98.6,97.8,100,100,100,2367048074,382061313,34.3,0.022812915,4400,2,17,100,5.3,4.9,5.7,3.5,5.9,5.4,6.4,461,15,304,518,2.3,85.55556667,76.6667,12,1412538212,1977659120,256485635.2,1738664237,1257711417,1147814478,8754351018,199219621.1,1111206178,2080436850,238599682.4,2523744352,4058094841,495085279.4,162726472.1,192748007.6,32970375.36,3049205263,9021472499,1489901451,6235978720,663030946.6,88.6,23,4,11.8,10.1010101,0,80,4,10,11,179,395,252,16.5,5,277,2,48.4,Bien
86,Iceland,4,7,2.2,7,13645323662,78.93,19,16,98.8,100,98.7,100,100,100,2367048074,382061313,17.7,0.006866366,14600,6,3,56.89806865,1.6,1.4,1.7,0.9,2,1.8,2.2,7,0,4,9,2.8,66.21412289,78.47684491,0,1412538212,1977659120,256485635.2,1738664237,1257711417,1147814478,8754351018,199219621.1,1111206178,2080436850,238599682.4,2523744352,4058094841,495085279.4,162726472.1,192748007.6,32970375.36,3049205263,9021472499,1489901451,6235978720,663030946.6,100,17,3,9.1,41.26984127,0,63.26745511,5,5,21,84,417,22,3.5,4,140,1,29.6,Bien
87,India,84,7,13.5,7,11448612986,54.68,130,216,39.6,28.5,62.6,94.1,92.6,97.1,1864369279,0,15.80086321,0.452792531,220,93,174,80,37.9,38,37.8,27.7,47.7,49.2,46.3,946304,45000,695852,1200998,8.70189086,77.7778,73.3334,385,1830716292,5748596723,347546620.1,0,254980718.2,4256176716,502372325.4,668007872.6,3837253887,5192413937,593629068.4,5667970179,10941010660,941175688.5,1554000,0,205000,4257730716,507602325.4,923193590.8,9925700895,0,22,33.6,7,15.82828818,11.97053407,0,80,12.9,6,33,191.5,1420,90.1,47,29,243,4.3,60.6,Mal
88,Indonesia,131,10,19.9,6,9778595000,58.12,109,150,60.8,47.5,72.3,87.4,79.5,94.2,4991675000,276889000,15.80086321,0.314212198,320,185,126,80,22.8,19.9,25.6,13.5,27.2,23.9,30.3,125168,6400,73921,147162,8.70189086,84.44446667,93.3334,426,4035991000,2365391000,587348000,2345000000,3656965000,1101322000,658899000,162798000,1378455000,1225395000,293572000,5414447000,3590785000,880920000,1477624000,2451177000,14102000,4923947000,3110076000,3833866000,13483793000,3145400000,0,17,5,15.82828818,17.11711712,48.5,80,13,5,54,210.2,471,79,27.4,47.8,234,1.9,29.7,Bien
89,"Iran, Islamic Rep.",26,7,2.7,7,0,57.44,118,39,90,82.3,92.8,96.2,92.1,97.7,16374000,0,25.9,0.049941708,2000,16,25,60,13.4,12.6,14.1,9.5,15.5,14.9,16.2,18067,340,12799,21010,0.4,73.33333333,80,3,68755000,0,4448000,0,0,439240000,0,7427000,51768000,0,3842000,120523000,0,8290000,84565000,0,657000,523805000,0,8084000,644328000,0,46.6,15,7,17.8,3.103448276,49.1,80,8,2,20,97,505,77,12,15,344,4.5,44.1,Bien
90,Iraq,19,4,39.8,0,13645323662,46.06,161,17,85.6,83.8,86.4,86.6,70.1,93.8,2367048074,382061313,13.5,0.240564754,420,13,50,30,26.5,23.8,29,18.4,32,28.9,34.9,32258,620,22482,38682,0,52.22223333,66.6667,1,1412538212,1977659120,256485635.2,1738664237,1257711417,1147814478,8754351018,199219621.1,1111206178,2080436850,238599682.4,2523744352,4058094841,495085279.4,162726472.1,192748007.6,32970375.36,3049205263,9021472499,1489901451,6235978720,663030946.6,0,12,5,14.3,26.52439024,0,60,10,1,14,249,520,77,51,29,312,2.591785792,27.8,Mal
91,Ireland,7,9,0.2,7,13645323662,79.15,17,27,90.5,92.9,89.1,97.9,97.8,97.9,2367048074,382061313,12.1,0.016369338,6100,5,8,56.89806865,3,2.7,3.3,2.3,3.6,3.3,3.9,201,5,154,244,1.4,66.21412289,78.47684491,3,1412538212,1977659120,256485635.2,1738664237,1257711417,1147814478,8754351018,199219621.1,1111206178,2080436850,238599682.4,2523744352,4058094841,495085279.4,162726472.1,192748007.6,32970375.36,3049205263,9021472499,1489901451,6235978720,663030946.6,100,10,5,12.4,16.26506024,0,63.26745511,4,7,9,149.5,650,85,31.5,6,82,0.4,25.9,Bien
92,Israel,17,7,3.4,7,13645323662,70.56,53,42,100,100,100,100,100,100,2367048074,382061313,5.6,0.016186473,6200,14,5,56.89806865,3.2,3,3.4,2.1,4,3.7,4.3,561,9,368,693,1.4,66.21412289,78.47684491,0,1412538212,1977659120,256485635.2,1738664237,1257711417,1147814478,8754351018,199219621.1,1111206178,2080436850,238599682.4,2523744352,4058094841,495085279.4,162726472.1,192748007.6,32970375.36,3049205263,9021472499,1489901451,6235978720,663030946.6,67.5,15,6,23.6,24.16666667,0,63.26745511,5,6,33,209,975,102,81,13,235,2,30.6,Bien
93,Italy,14,7,13.8,7,13645323662,72.07,45,51,99.5,99.6,99.5,100,100,100,2367048074,382061313,43.4,0.005065322,19700,7,4,56.89806865,2.9,2.7,3.1,2.1,3.5,3.2,3.8,1378,18,998,1693,1.9,66.21412289,78.47684491,74,1412538212,1977659120,256485635.2,1738664237,1257711417,1147814478,8754351018,199219621.1,1111206178,2080436850,238599682.4,2523744352,4058094841,495085279.4,162726472.1,192748007.6,32970375.36,3049205263,9021472499,1489901451,6235978720,663030946.6,100,10,4,19.5,30.95238095,27.3,63.26745511,5,2,14,227.5,1120,124,16,5.5,269,1.8,64.8,Bien
94,Jamaica,10,4,5,7,165860000,67.27,64,30,81.8,84.1,79.9,93.8,89.4,97.5,405000000,0,13.4,0.193707567,520,6,89,80,13.5,11.8,15.2,11.6,15.7,13.7,17.6,539,43,464,631,7,77.7778,73.3334,214,79824000,83134000,19434000,433534000,341137000,74172000,20439000,10328000,129263000,61654000,33324000,209087000,144788000,52758000,3032000,633000,777000,510738000,21072000,352242000,719825000,0,22.4,17,8,14.8,12.6984127,0,80,2,10,37,129.5,655,95,18,3,358,1.1,35.2,Bien
95,Japan,42,7,7.5,6,13645323662,74.72,34,74,100,100,100,100,100,100,2367048074,382061313,15.80086321,0.007484588,13400,27,5,56.89806865,2,1.9,2.1,0.9,2.7,2.5,2.9,2093,56,941,2834,8.70189086,66.21412289,78.47684491,24,1412538212,1977659120,256485635.2,1738664237,1257711417,1147814478,8754351018,199219621.1,1111206178,2080436850,238599682.4,2523744352,4058094841,495085279.4,162726472.1,192748007.6,32970375.36,3049205263,9021472499,1489901451,6235978720,663030946.6,100,12,6,15.82828818,9.473684211,0,63.26745511,8,4,14,197,360,97.7,13,10.2,330,0.6,51.3,Bien
96,Jordan,13,4,20.7,0,244291000,57.84,113,13,98.6,98.9,98.6,96.9,92.3,97.8,172018000,0,14.4,0.203553824,490,12,58,80,15.4,14.4,16.2,10.6,17.9,16.9,18.9,3176,110,2184,3670,2,74.44446667,73.3334,1,216590000,166182000,41658000,750000000,74212000,3372000,4499000,76000,471341000,73469000,55778000,687931000,239651000,97436000,1531000,141000,294000,754903000,4640000,74582000,1442834000,0,0,16,7,13.1,12,2.4,70,7,0,25,63,689,50,21,12,151,3,29.5,Bien
97,Kazakhstan,26,9,0.1,7,241771000,72.68,41,14,97.5,98.1,97,92.9,85.6,99.4,546515000,53000000,11.2,0.033697791,3000,15,12,90,12.6,10.7,14.5,7,14.1,12,16.1,4935,45,2744,5528,1.8,90,90,16,35092000,5293000,9987000,0,454198000,0,0,0,114058000,236478000,28651000,149150000,241771000,38638000,0,0,679000,0,0,454877000,149150000,0,81.4,24,3,16.2,26.1682243,0,90,4,4,7,154,370,83,4.5,5,188,1.5,29.2,Bien
98,Kenya,39,3,35.3,7,2567763000,58.24,108,70,30.1,29.7,31.2,63.2,56.8,81.6,180869000,0,1.9,2.353192765,42,30,510,40,35.5,32,38.8,22.2,49.4,45.2,53.4,53749,8000,33741,74429,5.4,54.44443333,73.3333,222,190977000,1105732000,115184000,0,0,14430000,16652000,1895000,212536000,1440207000,63530000,403513000,2545939000,178714000,5783000,5172000,260000,20213000,21824000,2155000,423726000,0,14.3,15,9,29.8,19.71428571,0,50,11,7,30,146,465,110,61,26,201.5,4.5,37.1,Mal
99,Kiribati,5,6,46,0,13645323662,49.5,149,12,39.7,30.6,51.2,66.9,50.6,87.3,2367048074,382061313,8.4,0.33676399,300,1,90,30,43.6,39,47.9,23.7,55.9,50.9,60.7,123,3,67,162,0,34.44443333,53.3333,0,1412538212,1977659120,256485635.2,1738664237,1257711417,1147814478,8754351018,199219621.1,1111206178,2080436850,238599682.4,2523744352,4058094841,495085279.4,162726472.1,192748007.6,32970375.36,3049205263,9021472499,1489901451,6235978720,663030946.6,0,14,5,24.3,8.695652174,0,20,7,4,10,149,660,97,513,31,156,2.591785792,32.7,Mal
100,"Korea, Rep.",30,7,14.5,8,13645323662,83.88,4,24,100,100,100,88.766717,83.81799192,99.7,2367048074,382061313,13.8,0.013810106,7200,10,11,56.89806865,2.9,2.7,3.1,1.6,3.4,3.2,3.7,1329,50,733,1559,1.2,66.21412289,78.47684491,8,1412538212,1977659120,256485635.2,1738664237,1257711417,1147814478,8754351018,199219621.1,1111206178,2080436850,238599682.4,2523744352,4058094841,495085279.4,162726472.1,192748007.6,32970375.36,3049205263,9021472499,1489901451,6235978720,663030946.6,100,10,7,18.2,16.33333333,0,63.26745511,3,5,12,28,230,18,6.5,4,188,1.5,33.2,Bien
102,Kuwait,11,4,2.3,6,13645323662,60.17,101,12,100,100,100,99,99,99,2367048074,382061313,13,0.009696384,10300,5,4,56.89806865,7.3,6.8,7.8,3.2,8.6,7.9,9.2,507,3,222,598,0,66.21412289,78.47684491,0,1412538212,1977659120,256485635.2,1738664237,1257711417,1147814478,8754351018,199219621.1,1111206178,2080436850,238599682.4,2523744352,4058094841,495085279.4,162726472.1,192748007.6,32970375.36,3049205263,9021472499,1489901451,6235978720,663030946.6,34.2,22,8,0,1.538461538,15.3,63.26745511,12,2,12,216,566,64,49,31,98,4.2,13,Mal
103,Kyrgyz Republic,16,7,2.1,6,312674000,66.01,67,3,93.3,95.6,89.1,90,86.2,96.7,45122000,0,19.5,0.256826818,390,5,76,80,19,16.8,21.1,11.5,21.3,18.9,23.7,3286,120,1985,3644,3.1,82.22223333,96.6667,14,21773000,226025000,30252000,0,0,0,0,0,45871000,86649000,14870000,67644000,312674000,45122000,0,0,0,0,0,0,67644000,0,35.3,11,3,6.4,23.33333333,0,70,4,8,51,142,410,125,3.5,10,225,1.5,29,Mal
104,Lao PDR,24,6,4.9,5,576178000,53.77,134,55,70.9,56,94.5,75.7,69.4,85.6,98897000,0,5.6,0.665026487,150,45,197,50,50.7,45.1,56.1,30.1,66.7,60.6,72.5,8751,350,5220,11613,3.7,71.11113333,93.3334,41,161883000,503253000,68293000,0,9404000,0,8148000,273000,84212000,64777000,20927000,246095000,568030000,89220000,0,0,0,0,8148000,9677000,246095000,0,0,11,4,16,25,5.1,70,6,6,35,83,443,134,53,73,362,2.591785792,25.3,Mal
